C	V	Word	Previous	Next	Lemma	ESN	Role	Morphology
2	2	ὑμῶν		,	σύ	G47710	RP	,,2G,P,
2	2	ἀνὴρ			ἀνήρ	G04350	N	,,,,NMS,
2	2	χρυσοδακτύλιος		,	χρυσοδακτύλιος	G55540	AA	,,,NMS,
2	2	ἐν			ἐν	G17220	P	,,,,D,,,
2	2	ἐσθῆτι			ἐσθής	G20660	N	,,,,DFS,
2	2	λαμπρᾷ		,	λαμπρός	G29860	AA	,,,DFS,
2	2	εἰσέλθῃ			εἰσέρχομαι	G15250	V	SAA3,,S,
2	2	δὲ			δέ	G11610	CC	,,,,,,,
2	2	καὶ			καί	G25320	D	,,,,,,,,
2	2	πτωχὸς		,	πτωχός	G44340	NS	,,,NMS,
2	2	ἐν			ἐν	G17220	P	,,,,D,,,
2	2	ῥυπαρᾷ			ῥυπαρός	G45080	AA	,,,DFS,
2	2	ἐσθῆτι		,	ἐσθής	G20660	N	,,,,DFS,
2	3	ἐπιβλέψητε			ἐπιβλέπω	G19140	V	SAA2,,P,
2	3	δὲ			δέ	G11610	CC	,,,,,,,
2	3	ἐπὶ			ἐπί	G19090	P	,,,,A,,,
2	3	τὸν			ὁ	G35880	RD	,,,AMS,
2	3	φοροῦντα			φορέω	G54090	V	PPA,AMS,
2	3	τὴν			ὁ	G35880	EA	,,,AFS,
2	3	ἐσθῆτα			ἐσθής	G20660	N	,,,,AFS,
2	3	τὴν			ὁ	G35880	EA	,,,AFS,
2	3	λαμπρὰν		,	λαμπρός	G29860	AR	,,,AFS,
2	3	καὶ			καί	G25320	CC	,,,,,,,
2	3	εἴπητε		,	λέγω	G30040	V	SAA2,,P,
2	3	σὺ			σύ	G47710	RP	,,2N,S,
2	3	κάθου			κάθημαι	G25210	V	MPM2,,S,
2	3	ὧδε			ὧδε	G56020	D	,,,,,,,,
2	3	καλῶς		,	καλῶς	G25730	D	,,,,,,,,
2	3	καὶ			καί	G25320	CC	,,,,,,,
2	3	τῷ			ὁ	G35880	EA	,,,DMS,
2	3	πτωχῷ			πτωχός	G44340	NS	,,,DMS,
2	3	εἴπητε		,	λέγω	G30040	V	SAA2,,P,
2	3	σὺ			σύ	G47710	RP	,,2N,S,
2	3	στῆθι			ἵστημι	G24760	V	MAA2,,S,
2	3	ἐκεῖ		,	ἐκεῖ	G15630	D	,,,,,,,,
2	3	ἢ		,	ἤ	G22280	CC	,,,,,,,
2	3	κάθου			κάθημαι	G25210	V	MPM2,,S,
2	3	ὑπὸ			ὑπό	G52590	P	,,,,A,,,
2	3	τὸ			ὁ	G35880	EA	,,,ANS,
2	3	ὑποπόδιόν			ὑποπόδιον	G52860	N	,,,,ANS,
2	3	μου		,	ἐγώ	G14730	RP	,,1G,S,
2	4	οὐ			οὐ	G37560	T	,,,,,,,,
2	4	διεκρίθητε			διακρίνω	G12520	V	IAP2,,P,
2	4	ἐν			ἐν	G17220	P	,,,,D,,,
2	4	ἑαυτοῖς		,	ἑαυτοῦ	G14380	RE	,,2DMP,
2	4	καὶ			καί	G25320	CC	,,,,,,,
2	4	ἐγένεσθε			γίνομαι	G10960	V	IAM2,,P,
2	4	κριταὶ			κριτής	G29230	N	,,,,NMP,
2	4	διαλογισμῶν			διαλογισμός	G12610	N	,,,,GMP,
2	4	πονηρῶν		?	πονηρός	G41900	AA	,,,GMP,
2	5	ἀκούσατε		,	ἀκούω	G01910	V	MAA2,,P,
2	5	ἀδελφοί			ἀδελφός	G00800	N	,,,,VMP,
2	5	μου			ἐγώ	G14730	RP	,,1G,S,
2	5	ἀγαπητοί		:	ἀγαπητός	G00270	AA	,,,VMP,
2	5	οὐχ			οὐ	G37560	T	,,,,,,,,
2	5	ὁ			ὁ	G35880	EA	,,,NMS,
2	5	Θεὸς			θεός	G23160	N	,,,,NMS,
2	5	ἐξελέξατο			ἐκλέγω	G15860	V	IAM3,,S,
2	5	τοὺς			ὁ	G35880	EA	,,,AMP,
2	5	πτωχοὺς			πτωχός	G44340	NS	,,,AMP,
2	5	τῷ			ὁ	G35880	EA	,,,DMS,
2	5	κόσμῳ		,	κόσμος	G28890	N	,,,,DMS,
2	5	πλουσίους			πλούσιος	G41450	NS	,,,AMP,
2	5	ἐν			ἐν	G17220	P	,,,,D,,,
2	5	πίστει		,	πίστις	G41020	N	,,,,DFS,
2	5	καὶ			καί	G25320	CC	,,,,,,,
2	5	κληρονόμους			κληρονόμος	G28180	N	,,,,AMP,
2	5	τῆς			ὁ	G35880	EA	,,,GFS,
2	5	βασιλείας			βασιλεία	G09320	N	,,,,GFS,
2	5	ἧς			ὅς	G37390	RD	,,,GFS,
2	5	ἐπηγγείλατο			ἐπαγγέλλω	G18610	V	IAM3,,S,
2	5	τοῖς			ὁ	G35880	RD	,,,DMP,
2	5	ἀγαπῶσιν			ἀγαπάω	G00250	V	PPA,DMP,
2	5	αὐτόν		?	αὐτός	G08460	RP	,,3AMS,
2	6	ὑμεῖς			σύ	G47710	RP	,,2N,P,
2	6	δὲ			δέ	G11610	CC	,,,,,,,
2	6	ἠτιμάσατε			ἀτιμάζω	G08180	V	IAA2,,P,
2	6	τὸν			ὁ	G35880	EA	,,,AMS,
2	6	πτωχόν		.	πτωχός	G44340	NS	,,,AMS,
2	6	οὐχ			οὐ	G37560	T	,,,,,,,,
2	6	οἱ			ὁ	G35880	EA	,,,NMP,
2	6	πλούσιοι			πλούσιος	G41450	NS	,,,NMP,
2	6	καταδυναστεύουσιν			καταδυναστεύω	G26160	V	IPA3,,P,
2	6	ὑμῶν		,	σύ	G47710	RP	,,2G,P,
2	6	καὶ			καί	G25320	CC	,,,,,,,
2	6	αὐτοὶ			αὐτός	G08460	RP	,,3NMP,
2	6	ἕλκουσιν			ἕλκω	G16700	V	IPA3,,P,
2	6	ὑμᾶς			σύ	G47710	RP	,,2A,P,
2	6	εἰς			εἰς	G15190	P	,,,,A,,,
2	6	κριτήρια		?	κριτήριον	G29220	N	,,,,ANP,
2	7	οὐκ			οὐ	G37560	T	,,,,,,,,
2	7	αὐτοὶ			αὐτός	G08460	RP	,,3NMP,
2	7	βλασφημοῦσιν			βλασφημέω	G09870	V	IPA3,,P,
2	7	τὸ			ὁ	G35880	EA	,,,ANS,
2	7	καλὸν			καλός	G25700	AA	,,,ANS,
2	7	ὄνομα			ὄνομα	G36860	N	,,,,ANS,
2	7	τὸ			ὁ	G35880	RD	,,,ANS,
2	7	ἐπικληθὲν			ἐπικαλέω	G19410	V	PAP,ANS,
2	7	ἐφ’			ἐπί	G19090	P	,,,,A,,,
2	7	ὑμᾶς		?	σύ	G47710	RP	,,2A,P,
2	8	εἰ			εἰ	G14870	CS	,,,,,,,
2	8	μέντοι			μέντοι	G33050	CC	,,,,,,,
2	8	νόμον			νόμος	G35510	N	,,,,AMS,
2	8	τελεῖτε			τελέω	G50550	V	IPA2,,P,
2	8	βασιλικὸν		,	βασιλικός	G09370	NS	,,,AMS,
2	8	κατὰ			κατά	G25960	P	,,,,A,,,
2	8	τὴν			ὁ	G35880	EA	,,,AFS,
2	8	Γραφήν		,	γραφή	G11240	N	,,,,AFS,
2	8	ἀγαπήσεις			ἀγαπάω	G00250	V	IFA2,,S,
2	8	τὸν			ὁ	G35880	EA	,,,AMS,
2	8	πλησίον			πλησίον	G41390	NS	,,,AMS,
2	8	σου			σύ	G47710	RP	,,2G,S,
2	8	ὡς			ὡς	G56130	CS	,,,,,,,
2	8	σεαυτόν		,	σεαυτοῦ	G45720	RE	,,2AMS,
2	8	καλῶς			καλῶς	G25730	D	,,,,,,,,
2	8	ποιεῖτε		.	ποιέω	G41600	V	IPA2,,P,
2	9	εἰ			εἰ	G14870	CS	,,,,,,,
2	9	δὲ			δέ	G11610	CC	,,,,,,,
2	9	προσωπολημπτεῖτε		,	προσωπολημπτέω	G43800	V	IPA2,,P,
2	9	ἁμαρτίαν			ἁμαρτία	G02660	N	,,,,AFS,
2	9	ἐργάζεσθε		,	ἐργάζομαι	G20380	V	IPM2,,P,
2	9	ἐλεγχόμενοι			ἐλέγχω	G16510	V	PPP,NMP,
2	9	ὑπὸ			ὑπό	G52590	P	,,,,G,,,
2	9	τοῦ			ὁ	G35880	EA	,,,GMS,
2	9	νόμου			νόμος	G35510	N	,,,,GMS,
2	9	ὡς			ὡς	G56130	CS	,,,,,,,
2	9	παραβάται		.	παραβάτης	G38480	N	,,,,NMP,
2	10	ὅστις			ὅστις	G37480	RR	,,,NMS,
2	10	γὰρ			γάρ	G10630	CC	,,,,,,,
2	10	ὅλον			ὅλος	G36500	EQ	,,,AMS,
2	10	τὸν			ὁ	G35880	EA	,,,AMS,
2	10	νόμον			νόμος	G35510	N	,,,,AMS,
2	10	τηρήσῃ		,	τηρέω	G50830	V	SAA3,,S,
2	10	πταίσῃ			πταίω	G44170	V	SAA3,,S,
2	10	δὲ			δέ	G11610	CC	,,,,,,,
2	10	ἐν			ἐν	G17220	P	,,,,D,,,
2	10	ἑνί		,	εἷς	G15200	NS	,,,DNS,
2	10	γέγονεν			γίνομαι	G10960	V	IEA3,,S,
2	10	πάντων			πᾶς	G39560	RI	,,,GNP,
2	10	ἔνοχος		.	ἔνοχος	G17770	NS	,,,NMS,
2	11	ὁ			ὁ	G35880	RD	,,,NMS,
2	11	γὰρ			γάρ	G10630	CC	,,,,,,,
2	11	εἰπών		,	λέγω	G30040	V	PAA,NMS,
2	11	μὴ			μή	G33610	D	,,,,,,,,
2	11	μοιχεύσῃς		,	μοιχεύω	G34310	V	SAA2,,S,
2	11	εἶπεν			λέγω	G30040	V	IAA3,,S,
2	11	καί		,	καί	G25320	D	,,,,,,,,
2	11	μὴ			μή	G33610	D	,,,,,,,,
2	11	φονεύσῃς		.	φονεύω	G54070	V	SAA2,,S,
2	11	εἰ			εἰ	G14870	CS	,,,,,,,
2	11	δὲ			δέ	G11610	CC	,,,,,,,
2	11	οὐ			οὐ	G37560	D	,,,,,,,,
2	11	μοιχεύεις		,	μοιχεύω	G34310	V	IPA2,,S,
2	11	φονεύεις			φονεύω	G54070	V	IPA2,,S,
2	11	δέ		,	δέ	G11610	CC	,,,,,,,
2	11	γέγονας			γίνομαι	G10960	V	IEA2,,S,
2	11	παραβάτης			παραβάτης	G38480	N	,,,,NMS,
2	11	νόμου		.	νόμος	G35510	N	,,,,GMS,
2	12	οὕτως			οὕτως	G37790	D	,,,,,,,,
2	12	λαλεῖτε		,	λαλέω	G29800	V	MPA2,,P,
2	12	καὶ			καί	G25320	CC	,,,,,,,
2	12	οὕτως			οὕτως	G37790	D	,,,,,,,,
2	12	ποιεῖτε		,	ποιέω	G41600	V	MPA2,,P,
2	12	ὡς			ὡς	G56130	CS	,,,,,,,
2	12	διὰ			διά	G12230	P	,,,,G,,,
2	12	νόμου			νόμος	G35510	N	,,,,GMS,
2	12	ἐλευθερίας			ἐλευθερία	G16570	N	,,,,GFS,
2	12	μέλλοντες			μέλλω	G31950	V	PPA,NMP,
2	12	κρίνεσθαι		.	κρίνω	G29190	V	NPP,,,,,
2	13	ἡ			ὁ	G35880	EA	,,,NFS,
2	13	γὰρ			γάρ	G10630	CC	,,,,,,,
2	13	κρίσις			κρίσις	G29200	N	,,,,NFS,
2	13	ἀνέλεος			ἀνέλεος	G04480	NP	,,,NFS,
2	13	τῷ			ὁ	G35880	RD	,,,DMS,
2	13	μὴ			μή	G33610	D	,,,,,,,,
2	13	ποιήσαντι			ποιέω	G41600	V	PAA,DMS,
2	13	ἔλεος		.	ἔλεος	G16560	N	,,,,ANS,
2	13	κατακαυχᾶται			κατακαυχάομαι	G26200	V	IPM3,,S,
2	13	ἔλεος			ἔλεος	G16560	N	,,,,NNS,
2	13	κρίσεως		.	κρίσις	G29200	N	,,,,GFS,
2	14	τί			τίς	G51010	RT	,,,NNS,
2	14	τὸ			ὁ	G35880	EA	,,,NNS,
2	14	ὄφελος		,	ὄφελος	G37860	N	,,,,NNS,
2	14	ἀδελφοί			ἀδελφός	G00800	N	,,,,VMP,
2	14	μου		,	ἐγώ	G14730	RP	,,1G,S,
2	14	ἐὰν			ἐάν	G14370	CS	,,,,,,,
2	14	πίστιν			πίστις	G41020	N	,,,,AFS,
2	14	λέγῃ			λέγω	G30040	V	SPA3,,S,
2	14	τις		,	τις	G51000	RI	,,,NMS,
2	14	ἔχειν			ἔχω	G21920	V	NPA,,,,,
2	14	ἔργα		,	ἔργον	G20410	N	,,,,ANP,
2	14	δὲ			δέ	G11610	CC	,,,,,,,
2	14	μὴ			μή	G33610	D	,,,,,,,,
2	14	ἔχῃ		?	ἔχω	G21920	V	SPA3,,S,
2	14	μὴ			μή	G33610	T	,,,,,,,,
2	14	δύναται			δύναμαι	G14100	V	IPM3,,S,
2	14	ἡ			ὁ	G35880	EA	,,,NFS,
2	14	πίστις			πίστις	G41020	N	,,,,NFS,
2	14	σῶσαι			σῴζω	G49820	V	NAA,,,,,
2	14	αὐτόν		?	αὐτός	G08460	RP	,,3AMS,
2	15	ἐὰν			ἐάν	G14370	CS	,,,,,,,
2	15	ἀδελφὸς			ἀδελφός	G00800	N	,,,,NMS,
2	15	ἢ			ἤ	G22280	CC	,,,,,,,
2	15	ἀδελφὴ			ἀδελφή	G00790	N	,,,,NFS,
2	15	γυμνοὶ			γυμνός	G11310	NP	,,,NMP,
2	15	ὑπάρχωσιν		,	ὑπάρχω	G52250	V	SPA3,,P,
2	15	καὶ			καί	G25320	CC	,,,,,,,
2	15	λειπόμενοι			λείπω	G30070	V	PPM,NMP,
2	15	τῆς			ὁ	G35880	EA	,,,GFS,
2	15	ἐφημέρου			ἐφήμερος	G21840	AA	,,,GFS,
2	15	τροφῆς		,	τροφή	G51600	N	,,,,GFS,
2	16	εἴπῃ			λέγω	G30040	V	SAA3,,S,
2	16	δέ			δέ	G11610	CC	,,,,,,,
2	16	τις			τις	G51000	RI	,,,NMS,
2	16	αὐτοῖς			αὐτός	G08460	RP	,,3DMP,
2	16	ἐξ			ἐκ	G15370	P	,,,,G,,,
2	16	ὑμῶν		,	σύ	G47710	RP	,,2G,P,
2	16	ὑπάγετε			ὑπάγω	G52170	V	MPA2,,P,
2	16	ἐν			ἐν	G17220	P	,,,,D,,,
2	16	εἰρήνῃ		,	εἰρήνη	G15150	N	,,,,DFS,
2	16	θερμαίνεσθε			θερμαίνω	G23280	V	MPM2,,P,
2	16	καὶ			καί	G25320	CC	,,,,,,,
2	16	χορτάζεσθε		,	χορτάζω	G55260	V	MPM2,,P,
2	16	μὴ			μή	G33610	D	,,,,,,,,
2	16	δῶτε			δίδωμι	G13250	V	SAA2,,P,
2	16	δὲ			δέ	G11610	CC	,,,,,,,
2	16	αὐτοῖς			αὐτός	G08460	RP	,,3DMP,
2	16	τὰ			ὁ	G35880	EA	,,,ANP,
2	16	ἐπιτήδεια			ἐπιτήδειος	G20060	NS	,,,ANP,
2	16	τοῦ			ὁ	G35880	EP	,,,GNS,
2	16	σώματος		,	σῶμα	G49830	N	,,,,GNS,
2	16	τί			τίς	G51010	RT	,,,NNS,
2	16	τὸ			ὁ	G35880	EA	,,,NNS,
2	16	ὄφελος		?	ὄφελος	G37860	N	,,,,NNS,
2	17	οὕτως			οὕτως	G37790	D	,,,,,,,,
2	17	καὶ			καί	G25320	D	,,,,,,,,
2	17	ἡ			ὁ	G35880	EA	,,,NFS,
2	17	πίστις		,	πίστις	G41020	N	,,,,NFS,
2	17	ἐὰν			ἐάν	G14370	CS	,,,,,,,
2	17	μὴ			μή	G33610	D	,,,,,,,,
2	17	ἔχῃ			ἔχω	G21920	V	SPA3,,S,
2	17	ἔργα		,	ἔργον	G20410	N	,,,,ANP,
2	17	νεκρά			νεκρός	G34980	NP	,,,NFS,
2	17	ἐστιν			εἰμί	G15100	V	IPA3,,S,
2	17	καθ’			κατά	G25960	P	,,,,A,,,
2	17	ἑαυτήν		.	ἑαυτοῦ	G14380	RE	,,3AFS,
2	18	ἀλλ’			ἀλλά	G02350	CC	,,,,,,,
2	18	ἐρεῖ			λέγω	G30040	V	IFA3,,S,
2	18	τις		,	τις	G51000	RI	,,,NMS,
2	18	σὺ			σύ	G47710	RP	,,2N,S,
2	18	πίστιν			πίστις	G41020	N	,,,,AFS,
2	18	ἔχεις		,	ἔχω	G21920	V	IPA2,,S,
2	18	κἀγὼ			κἀγώ	G25040	RP	,,1N,S,
2	18	ἔργα			ἔργον	G20410	N	,,,,ANP,
2	18	ἔχω		;	ἔχω	G21920	V	IPA1,,S,
2	18	δεῖξόν			δεικνύω	G11660	V	MAA2,,S,
2	18	μοι			ἐγώ	G14730	RP	,,1D,S,
2	18	τὴν			ὁ	G35880	EA	,,,AFS,
2	18	πίστιν			πίστις	G41020	N	,,,,AFS,
2	18	σου			σύ	G47710	RP	,,2G,S,
2	18	χωρὶς			χωρίς	G55650	PI	,,,G,,,
2	18	τῶν			ὁ	G35880	EA	,,,GNP,
2	18	ἔργων		,	ἔργον	G20410	N	,,,,GNP,
2	18	κἀγώ			κἀγώ	G25040	RP	,,1N,S,
2	18	σοι			σύ	G47710	RP	,,2D,S,
2	18	δείξω			δεικνύω	G11660	V	IFA1,,S,
2	18	ἐκ			ἐκ	G15370	P	,,,,G,,,
2	18	τῶν			ὁ	G35880	EA	,,,GNP,
2	18	ἔργων			ἔργον	G20410	N	,,,,GNP,
2	18	μου			ἐγώ	G14730	RP	,,1G,S,
2	18	τὴν			ὁ	G35880	EA	,,,AFS,
2	18	πίστιν		.	πίστις	G41020	N	,,,,AFS,
2	19	σὺ			σύ	G47710	RP	,,2N,S,
2	19	πιστεύεις			πιστεύω	G41000	V	IPA2,,S,
2	19	ὅτι			ὅτι	G37540	CS	,,,,,,,
2	19	εἷς			εἷς	G15200	NP	,,,NMS,
2	19	ἐστιν			εἰμί	G15100	V	IPA3,,S,
2	19	ὁ			ὁ	G35880	EA	,,,NMS,
2	19	Θεός		.	θεός	G23160	N	,,,,NMS,
2	19	καλῶς			καλῶς	G25730	D	,,,,,,,,
2	19	ποιεῖς		;	ποιέω	G41600	V	IPA2,,S,
2	19	καὶ			καί	G25320	D	,,,,,,,,
2	19	τὰ			ὁ	G35880	EA	,,,NNP,
2	19	δαιμόνια			δαιμόνιον	G11400	N	,,,,NNP,
2	19	πιστεύουσιν			πιστεύω	G41000	V	IPA3,,P,
2	19	καὶ			καί	G25320	CC	,,,,,,,
2	19	φρίσσουσιν		.	φρίσσω	G54250	V	IPA3,,P,
2	20	θέλεις			θέλω	G23090	V	IPA2,,S,
2	20	δὲ			δέ	G11610	CC	,,,,,,,
2	20	γνῶναι		,	γινώσκω	G10970	V	NAA,,,,,
2	20	ὦ			ὦ	G55990	IE	,,,,,,,
2	20	ἄνθρωπε			ἄνθρωπος	G04440	N	,,,,VMS,
2	20	κενέ		,	κενός	G27560	AA	,,,VMS,
2	20	ὅτι			ὅτι	G37540	CS	,,,,,,,
2	20	ἡ			ὁ	G35880	EA	,,,NFS,
2	20	πίστις			πίστις	G41020	N	,,,,NFS,
2	20	χωρὶς			χωρίς	G55650	PI	,,,G,,,
2	20	τῶν			ὁ	G35880	EA	,,,GNP,
2	20	ἔργων			ἔργον	G20410	N	,,,,GNP,
2	20	ἀργή			ἀργός	G06920	NP	,,,NFS,
2	20	ἐστιν		?	εἰμί	G15100	V	IPA3,,S,
2	21	Ἀβραὰμ			Ἀβραάμ	G00110	N	,,,,NMSI
2	21	ὁ			ὁ	G35880	EA	,,,NMS,
2	21	πατὴρ			πατήρ	G39620	N	,,,,NMS,
2	21	ἡμῶν			ἐγώ	G14730	RP	,,1G,P,
2	21	οὐκ			οὐ	G37560	T	,,,,,,,,
2	21	ἐξ			ἐκ	G15370	P	,,,,G,,,
2	21	ἔργων			ἔργον	G20410	N	,,,,GNP,
2	21	ἐδικαιώθη		,	δικαιόω	G13440	V	IAP3,,S,
2	21	ἀνενέγκας			ἀναφέρω	G03990	V	PAA,NMS,
2	21	Ἰσαὰκ			Ἰσαάκ	G24640	N	,,,,AMSI
2	21	τὸν			ὁ	G35880	EA	,,,AMS,
2	21	υἱὸν			υἱός	G52070	N	,,,,AMS,
2	21	αὐτοῦ			αὐτός	G08460	RP	,,3GMS,
2	21	ἐπὶ			ἐπί	G19090	P	,,,,A,,,
2	21	τὸ			ὁ	G35880	EA	,,,ANS,
2	21	θυσιαστήριον		?	θυσιαστήριον	G23790	N	,,,,ANS,
2	22	βλέπεις			βλέπω	G09910	V	IPA2,,S,
2	22	ὅτι			ὅτι	G37540	CS	,,,,,,,
2	22	ἡ			ὁ	G35880	EP	,,,NFS,
2	22	πίστις			πίστις	G41020	N	,,,,NFS,
2	22	συνήργει			συνεργέω	G49030	V	IIA3,,S,
2	22	τοῖς			ὁ	G35880	EA	,,,DNP,
2	22	ἔργοις			ἔργον	G20410	N	,,,,DNP,
2	22	αὐτοῦ		,	αὐτός	G08460	RP	,,3GMS,
2	22	καὶ			καί	G25320	CC	,,,,,,,
2	22	ἐκ			ἐκ	G15370	P	,,,,G,,,
2	22	τῶν			ὁ	G35880	EP	,,,GNP,
2	22	ἔργων			ἔργον	G20410	N	,,,,GNP,
2	22	ἡ			ὁ	G35880	EP	,,,NFS,
2	22	πίστις			πίστις	G41020	N	,,,,NFS,
2	22	ἐτελειώθη		.	τελειόω	G50480	V	IAP3,,S,
2	23	καὶ			καί	G25320	CC	,,,,,,,
2	23	ἐπληρώθη			πληρόω	G41370	V	IAP3,,S,
2	23	ἡ			ὁ	G35880	EA	,,,NFS,
2	23	Γραφὴ			γραφή	G11240	N	,,,,NFS,
2	23	ἡ			ὁ	G35880	RD	,,,NFS,
2	23	λέγουσα		,	λέγω	G30040	V	PPA,NFS,
2	23	ἐπίστευσεν			πιστεύω	G41000	V	IAA3,,S,
2	23	δὲ			δέ	G11610	CC	,,,,,,,
2	23	Ἀβραὰμ			Ἀβραάμ	G00110	N	,,,,NMSI
2	23	τῷ			ὁ	G35880	EA	,,,DMS,
2	23	Θεῷ		,	θεός	G23160	N	,,,,DMS,
2	23	καὶ			καί	G25320	CC	,,,,,,,
2	23	ἐλογίσθη			λογίζομαι	G30490	V	IAP3,,S,
2	23	αὐτῷ			αὐτός	G08460	RP	,,3DMS,
2	23	εἰς			εἰς	G15190	P	,,,,A,,,
2	23	δικαιοσύνην		,	δικαιοσύνη	G13430	N	,,,,AFS,
2	23	καὶ			καί	G25320	CC	,,,,,,,
2	23	φίλος			φίλος	G53840	NS	,,,NMS,
2	23	Θεοῦ			θεός	G23160	N	,,,,GMS,
2	23	ἐκλήθη		.	καλέω	G25640	V	IAP3,,S,
2	24	ὁρᾶτε			ὁράω	G37080	V	IPA2,,P,
2	24	ὅτι			ὅτι	G37540	CS	,,,,,,,
2	24	ἐξ			ἐκ	G15370	P	,,,,G,,,
2	24	ἔργων			ἔργον	G20410	N	,,,,GNP,
2	24	δικαιοῦται			δικαιόω	G13440	V	IPP3,,S,
2	24	ἄνθρωπος		,	ἄνθρωπος	G04440	N	,,,,NMS,
2	24	καὶ			καί	G25320	CC	,,,,,,,
2	24	οὐκ			οὐ	G37560	D	,,,,,,,,
2	24	ἐκ			ἐκ	G15370	P	,,,,G,,,
2	24	πίστεως			πίστις	G41020	N	,,,,GFS,
2	24	μόνον		.	μόνον	G34400	D	,,,,,,,,
2	25	ὁμοίως			ὁμοίως	G36680	D	,,,,,,,,
2	25	δὲ			δέ	G11610	CC	,,,,,,,
2	25	καὶ			καί	G25320	D	,,,,,,,,
2	25	Ῥαὰβ			Ῥαάβ	G44600	N	,,,,NFSI
2	25	ἡ			ὁ	G35880	EA	,,,NFS,
2	25	πόρνη			πόρνη	G42040	N	,,,,NFS,
2	25	οὐκ			οὐ	G37560	T	,,,,,,,,
2	25	ἐξ			ἐκ	G15370	P	,,,,G,,,
2	25	ἔργων			ἔργον	G20410	N	,,,,GNP,
2	25	ἐδικαιώθη		,	δικαιόω	G13440	V	IAP3,,S,
2	25	ὑποδεξαμένη			ὑποδέχομαι	G52640	V	PAM,NFS,
2	25	τοὺς			ὁ	G35880	EA	,,,AMP,
2	25	ἀγγέλους		,	ἄγγελος	G00320	N	,,,,AMP,
2	25	καὶ			καί	G25320	CC	,,,,,,,
2	25	ἑτέρᾳ			ἕτερος	G20870	EF	,,,DFS,
2	25	ὁδῷ			ὁδός	G35980	N	,,,,DFS,
2	25	ἐκβαλοῦσα		?	ἐκβάλλω	G15440	V	PAA,NFS,
2	26	ὥσπερ			ὥσπερ	G56180	CS	,,,,,,,
2	26	γὰρ			γάρ	G10630	CC	,,,,,,,
2	26	τὸ			ὁ	G35880	EA	,,,NNS,
2	26	σῶμα			σῶμα	G49830	N	,,,,NNS,
2	26	χωρὶς			χωρίς	G55650	PI	,,,G,,,
2	26	πνεύματος			πνεῦμα	G41510	N	,,,,GNS,
2	26	νεκρόν			νεκρός	G34980	NP	,,,NNS,
2	26	ἐστιν		,	εἰμί	G15100	V	IPA3,,S,
2	26	οὕτως			οὕτως	G37790	D	,,,,,,,,
2	26	καὶ			καί	G25320	D	,,,,,,,,
2	26	ἡ			ὁ	G35880	EA	,,,NFS,
2	26	πίστις			πίστις	G41020	N	,,,,NFS,
2	26	χωρὶς			χωρίς	G55650	PI	,,,G,,,
2	26	ἔργων			ἔργον	G20410	N	,,,,GNP,
2	26	νεκρά			νεκρός	G34980	NP	,,,NFS,
2	26	ἐστιν		.	εἰμί	G15100	V	IPA3,,S,
3	1	μὴ			μή	G33610	D	,,,,,,,,
3	1	πολλοὶ			πολλός	G41830	EQ	,,,NMP,
3	1	διδάσκαλοι			διδάσκαλος	G13200	N	,,,,NMP,
3	1	γίνεσθε		,	γίνομαι	G10960	V	MPM2,,P,
3	1	ἀδελφοί			ἀδελφός	G00800	N	,,,,VMP,
3	1	μου		,	ἐγώ	G14730	RP	,,1G,S,
3	1	εἰδότες			εἴδω	G14920	V	PEA,NMP,
3	1	ὅτι			ὅτι	G37540	CS	,,,,,,,
3	1	μεῖζον			μείζων	G31870	AA	,,,ANSC
3	1	κρίμα			κρίμα	G29170	N	,,,,ANS,
3	1	λημψόμεθα		.	λαμβάνω	G29830	V	IFM1,,P,
3	2	πολλὰ			πολλός	G41830	RI	,,,ANP,
3	2	γὰρ			γάρ	G10630	CC	,,,,,,,
3	2	πταίομεν			πταίω	G44170	V	IPA1,,P,
3	2	ἅπαντες		.	ἅπας	G05370	RI	,,,NMP,
3	2	εἴ			εἰ	G14870	CS	,,,,,,,
3	2	τις			τις	G51000	RI	,,,NMS,
3	2	ἐν			ἐν	G17220	P	,,,,D,,,
3	2	λόγῳ			λόγος	G30560	N	,,,,DMS,
3	2	οὐ			οὐ	G37560	D	,,,,,,,,
3	2	πταίει		,	πταίω	G44170	V	IPA3,,S,
3	2	οὗτος			οὗτος	G37780	RD	,,,NMS,
3	2	τέλειος			τέλειος	G50460	AA	,,,NMS,
3	2	ἀνήρ		,	ἀνήρ	G04350	N	,,,,NMS,
3	2	δυνατὸς			δυνατός	G14150	NS	,,,NMS,
3	2	χαλιναγωγῆσαι			χαλιναγωγέω	G54680	V	NAA,,,,,
3	2	καὶ			καί	G25320	D	,,,,,,,,
3	2	ὅλον			ὅλος	G36500	EQ	,,,ANS,
3	2	τὸ			ὁ	G35880	EP	,,,ANS,
3	2	σῶμα		.	σῶμα	G49830	N	,,,,ANS,
3	3	εἰ			εἰ	G14870	CS	,,,,,,,
3	3	δὲ			δέ	G11610	CC	,,,,,,,
3	3	τῶν			ὁ	G35880	EA	,,,GMP,
3	3	ἵππων			ἵππος	G24620	N	,,,,GMP,
3	3	τοὺς			ὁ	G35880	EA	,,,AMP,
3	3	χαλινοὺς			χαλινός	G54690	N	,,,,AMP,
3	3	εἰς			εἰς	G15190	P	,,,,A,,,
3	3	τὰ			ὁ	G35880	EA	,,,ANP,
3	3	στόματα			στόμα	G47500	N	,,,,ANP,
