C	V	Word	Previous	Next	Lemma	ESN	Role	Morphology
2	14	πάσης			πᾶς	G39560	EQ	,,,GFS,
2	14	ἀνομίας		,	ἀνομία	G04580	N	,,,,GFS,
2	14	καὶ			καί	G25320	CC	,,,,,,,
2	14	καθαρίσῃ			καθαρίζω	G25110	V	SAA3,,S,
2	14	ἑαυτῷ			ἑαυτοῦ	G14380	RE	,,3DMS,
2	14	λαὸν			λαός	G29920	N	,,,,AMS,
2	14	περιούσιον		,	περιούσιος	G40410	AA	,,,AMS,
2	14	ζηλωτὴν			ζηλωτής	G22070	N	,,,,AMS,
2	14	καλῶν			καλός	G25700	AA	,,,GNP,
2	14	ἔργων		.	ἔργον	G20410	N	,,,,GNP,
2	15	ταῦτα			οὗτος	G37780	RD	,,,ANP,
2	15	λάλει		,	λαλέω	G29800	V	MPA2,,S,
2	15	καὶ			καί	G25320	CC	,,,,,,,
2	15	παρακάλει		,	παρακαλέω	G38700	V	MPA2,,S,
2	15	καὶ			καί	G25320	CC	,,,,,,,
2	15	ἔλεγχε		,	ἐλέγχω	G16510	V	MPA2,,S,
2	15	μετὰ			μετά	G33260	P	,,,,G,,,
2	15	πάσης			πᾶς	G39560	EQ	,,,GFS,
2	15	ἐπιταγῆς		.	ἐπιταγή	G20030	N	,,,,GFS,
2	15	μηδείς			μηδείς	G33670	RI	,,,NMS,
2	15	σου			σύ	G47710	RP	,,2G,S,
2	15	περιφρονείτω		.	περιφρονέω	G40650	V	MPA3,,S,
3	1	ὑπομίμνῃσκε			ὑπομιμνῄσκω	G52790	V	MPA2,,S,
3	1	αὐτοὺς			αὐτός	G08460	RP	,,3AMP,
3	1	ἀρχαῖς		,	ἀρχή	G07460	N	,,,,DFP,
3	1	ἐξουσίαις		,	ἐξουσία	G18490	N	,,,,DFP,
3	1	ὑποτάσσεσθαι		,	ὑποτάσσω	G52930	V	NPM,,,,,
3	1	πειθαρχεῖν		;	πειθαρχέω	G39800	V	NPA,,,,,
3	1	πρὸς			πρός	G43140	P	,,,,A,,,
3	1	πᾶν			πᾶς	G39560	EQ	,,,ANS,
3	1	ἔργον			ἔργον	G20410	N	,,,,ANS,
3	1	ἀγαθὸν			ἀγαθός	G00180	AA	,,,ANS,
3	1	ἑτοίμους			ἕτοιμος	G20920	NP	,,,AMP,
3	1	εἶναι		,	εἰμί	G15100	V	NPA,,,,,
3	2	μηδένα			μηδείς	G33670	RI	,,,AMS,
3	2	βλασφημεῖν		,	βλασφημέω	G09870	V	NPA,,,,,
3	2	ἀμάχους			ἄμαχος	G02690	NP	,,,AMP,
3	2	εἶναι		,	εἰμί	G15100	V	NPA,,,,,
3	2	ἐπιεικεῖς		,	ἐπιεικής	G19330	NP	,,,AMP,
3	2	πᾶσαν			πᾶς	G39560	EQ	,,,AFS,
3	2	ἐνδεικνυμένους			ἐνδείκνυμι	G17310	V	PPM,AMP,
3	2	πραΰτητα			πραΰτης	G42400	N	,,,,AFS,
3	2	πρὸς			πρός	G43140	P	,,,,A,,,
3	2	πάντας			πᾶς	G39560	EQ	,,,AMP,
3	2	ἀνθρώπους		.	ἄνθρωπος	G04440	N	,,,,AMP,
3	3	ἦμεν			εἰμί	G15100	V	IIA1,,P,
3	3	γάρ			γάρ	G10630	CC	,,,,,,,
3	3	ποτε			ποτέ	G42180	D	,,,,,,,,
3	3	καὶ			καί	G25320	D	,,,,,,,,
3	3	ἡμεῖς			ἐγώ	G14730	RP	,,1N,P,
3	3	ἀνόητοι		,	ἀνόητος	G04530	NS	,,,NMP,
3	3	ἀπειθεῖς		,	ἀπειθής	G05450	NS	,,,NMP,
3	3	πλανώμενοι		,	πλανάω	G41050	V	PPP,NMP,
3	3	δουλεύοντες			δουλεύω	G13980	V	PPA,NMP,
3	3	ἐπιθυμίαις			ἐπιθυμία	G19390	N	,,,,DFP,
3	3	καὶ			καί	G25320	CC	,,,,,,,
3	3	ἡδοναῖς			ἡδονή	G22370	N	,,,,DFP,
3	3	ποικίλαις		,	ποικίλος	G41640	AA	,,,DFP,
3	3	ἐν			ἐν	G17220	P	,,,,D,,,
3	3	κακίᾳ			κακία	G25490	N	,,,,DFS,
3	3	καὶ			καί	G25320	CC	,,,,,,,
3	3	φθόνῳ			φθόνος	G53550	N	,,,,DMS,
3	3	διάγοντες		,	διάγω	G12360	V	PPA,NMP,
3	3	στυγητοί		,	στυγητός	G47670	NS	,,,NMP,
3	3	μισοῦντες			μισέω	G34040	V	PPA,NMP,
3	3	ἀλλήλους		.	ἀλλήλων	G02400	RC	,,,AMP,
3	4	ὅτε			ὅτε	G37530	CS	,,,,,,,
3	4	δὲ			δέ	G11610	CC	,,,,,,,
3	4	ἡ			ὁ	G35880	EA	,,,NFS,
3	4	χρηστότης			χρηστότης	G55440	N	,,,,NFS,
3	4	καὶ			καί	G25320	CC	,,,,,,,
3	4	ἡ			ὁ	G35880	EA	,,,NFS,
3	4	φιλανθρωπία			φιλανθρωπία	G53630	N	,,,,NFS,
3	4	ἐπεφάνη			ἐπιφαίνω	G20140	V	IAP3,,S,
3	4	τοῦ			ὁ	G35880	EA	,,,GMS,
3	4	Σωτῆρος			σωτήρ	G49900	N	,,,,GMS,
3	4	ἡμῶν		,	ἐγώ	G14730	RP	,,1G,P,
3	4	Θεοῦ		,	θεός	G23160	N	,,,,GMS,
3	5	οὐκ			οὐ	G37560	DO	,,,,,,,
3	5	ἐξ			ἐκ	G15370	P	,,,,G,,,
3	5	ἔργων			ἔργον	G20410	N	,,,,GNP,
3	5	τῶν			ὁ	G35880	EA	,,,GNP,
3	5	ἐν			ἐν	G17220	P	,,,,D,,,
3	5	δικαιοσύνῃ		,	δικαιοσύνη	G13430	N	,,,,DFS,
3	5	ἃ			ὅς	G37390	RD	,,,ANP,
3	5	ἐποιήσαμεν			ποιέω	G41600	V	IAA1,,P,
3	5	ἡμεῖς		,	ἐγώ	G14730	RP	,,1N,P,
3	5	ἀλλὰ			ἀλλά	G02350	CO	,,,,,,,
3	5	κατὰ			κατά	G25960	P	,,,,A,,,
3	5	τὸ			ὁ	G35880	EA	,,,ANS,
3	5	αὐτοῦ			αὐτός	G08460	RP	,,3GMS,
3	5	ἔλεος		,	ἔλεος	G16560	N	,,,,ANS,
3	5	ἔσωσεν			σῴζω	G49820	V	IAA3,,S,
3	5	ἡμᾶς		,	ἐγώ	G14730	RP	,,1A,P,
3	5	διὰ			διά	G12230	P	,,,,G,,,
3	5	λουτροῦ			λουτρόν	G30670	N	,,,,GNS,
3	5	παλινγενεσίας			παλινγενεσία	G38240	N	,,,,GFS,
3	5	καὶ			καί	G25320	CC	,,,,,,,
3	5	ἀνακαινώσεως			ἀνακαίνωσις	G03420	N	,,,,GFS,
3	5	Πνεύματος			πνεῦμα	G41510	N	,,,,GNS,
3	5	Ἁγίου		,	ἅγιος	G00400	AA	,,,GNS,
3	6	οὗ			ὅς	G37390	RR	,,,GNS,
3	6	ἐξέχεεν			ἐκχέω	G16320	V	IAA3,,S,
3	6	ἐφ’			ἐπί	G19090	P	,,,,A,,,
3	6	ἡμᾶς			ἐγώ	G14730	RP	,,1A,P,
3	6	πλουσίως		,	πλουσίως	G41460	D	,,,,,,,,
3	6	διὰ			διά	G12230	P	,,,,G,,,
3	6	Ἰησοῦ			Ἰησοῦς	G24240	N	,,,,GMS,
3	6	Χριστοῦ		,	χριστός	G55470	N	,,,,GMS,
3	6	τοῦ			ὁ	G35880	EA	,,,GMS,
3	6	Σωτῆρος			σωτήρ	G49900	N	,,,,GMS,
3	6	ἡμῶν		,	ἐγώ	G14730	RP	,,1G,P,
3	7	ἵνα			ἵνα	G24430	CS	,,,,,,,
3	7	δικαιωθέντες			δικαιόω	G13440	V	PAP,NMP,
3	7	τῇ			ὁ	G35880	EA	,,,DFS,
3	7	ἐκείνου			ἐκεῖνος	G15650	RD	,,,GMS,
3	7	χάριτι		,	χάρις	G54850	N	,,,,DFS,
3	7	κληρονόμοι			κληρονόμος	G28180	N	,,,,NMP,
3	7	γενηθῶμεν		,	γίνομαι	G10960	V	SAP1,,P,
3	7	κατ’			κατά	G25960	P	,,,,A,,,
3	7	ἐλπίδα			ἐλπίς	G16800	N	,,,,AFS,
3	7	ζωῆς			ζωή	G22220	N	,,,,GFS,
3	7	αἰωνίου		.	αἰώνιος	G01660	AA	,,,GFS,
3	8	πιστὸς			πιστός	G41030	NP	,,,NMS,
3	8	ὁ			ὁ	G35880	EA	,,,NMS,
3	8	λόγος		,	λόγος	G30560	N	,,,,NMS,
3	8	καὶ			καί	G25320	CC	,,,,,,,
3	8	περὶ			περί	G40120	P	,,,,G,,,
3	8	τούτων			οὗτος	G37780	RD	,,,GNP,
3	8	βούλομαί			βούλομαι	G10140	V	IPM1,,S,
3	8	σε			σύ	G47710	RP	,,2A,S,
3	8	διαβεβαιοῦσθαι		,	διαβεβαιόομαι	G12260	V	NPM,,,,,
3	8	ἵνα			ἵνα	G24430	CS	,,,,,,,
3	8	φροντίζωσιν			φροντίζω	G54310	V	SPA3,,P,
3	8	καλῶν			καλός	G25700	AA	,,,GNP,
3	8	ἔργων		,	ἔργον	G20410	N	,,,,GNP,
3	8	προΐστασθαι			προΐστημι	G42910	V	NPM,,,,,
3	8	οἱ			ὁ	G35880	EA	,,,NMP,
3	8	πεπιστευκότες			πιστεύω	G41000	V	PEA,NMP,
3	8	Θεῷ		.	θεός	G23160	N	,,,,DMS,
3	8	ταῦτά			οὗτος	G37780	RD	,,,NNP,
3	8	ἐστιν			εἰμί	G15100	V	IPA3,,S,
3	8	καλὰ			καλός	G25700	NP	,,,NNP,
3	8	καὶ			καί	G25320	CC	,,,,,,,
3	8	ὠφέλιμα			ὠφέλιμος	G56240	NP	,,,NNP,
3	8	τοῖς			ὁ	G35880	EA	,,,DMP,
3	8	ἀνθρώποις		.	ἄνθρωπος	G04440	N	,,,,DMP,
3	9	μωρὰς			μωρός	G34740	AA	,,,AFP,
3	9	δὲ			δέ	G11610	CC	,,,,,,,
3	9	ζητήσεις		,	ζήτησις	G22140	N	,,,,AFP,
3	9	καὶ			καί	G25320	CC	,,,,,,,
3	9	γενεαλογίας		,	γενεαλογία	G10760	N	,,,,AFP,
3	9	καὶ			καί	G25320	CC	,,,,,,,
3	9	ἔρεις		,	ἔρις	G20540	N	,,,,AFP,
3	9	καὶ			καί	G25320	CC	,,,,,,,
3	9	μάχας			μάχη	G31630	N	,,,,AFP,
3	9	νομικὰς		,	νομικός	G35440	AA	,,,AFP,
3	9	περιΐστασο		;	περιΐστημι	G40260	V	MPM2,,S,
3	9	εἰσὶν			εἰμί	G15100	V	IPA3,,P,
3	9	γὰρ			γάρ	G10630	CC	,,,,,,,
3	9	ἀνωφελεῖς			ἀνωφελής	G05120	NS	,,,NFP,
3	9	καὶ			καί	G25320	CC	,,,,,,,
3	9	μάταιοι		.	μάταιος	G31520	NS	,,,NFP,
3	10	αἱρετικὸν			αἱρετικός	G01410	AA	,,,AMS,
3	10	ἄνθρωπον			ἄνθρωπος	G04440	N	,,,,AMS,
3	10	μετὰ			μετά	G33260	P	,,,,A,,,
3	10	μίαν			εἷς	G15200	EN	,,,AFS,
3	10	καὶ			καί	G25320	CC	,,,,,,,
3	10	δευτέραν			δεύτερος	G12080	EO	,,,AFS,
3	10	νουθεσίαν			νουθεσία	G35590	N	,,,,AFS,
3	10	παραιτοῦ		,	παραιτέομαι	G38680	V	MPM2,,S,
3	11	εἰδὼς			εἴδω	G14920	V	PEA,NMS,
3	11	ὅτι			ὅτι	G37540	CS	,,,,,,,
3	11	ἐξέστραπται			ἐκστρέφω	G16120	V	IEP3,,S,
3	11	ὁ			ὁ	G35880	EA	,,,NMS,
3	11	τοιοῦτος			τοιοῦτος	G51080	RD	,,,NMS,
3	11	καὶ			καί	G25320	CC	,,,,,,,
3	11	ἁμαρτάνει		,	ἁμαρτάνω	G02640	V	IPA3,,S,
3	11	ὢν			εἰμί	G15100	V	PPA,NMS,
3	11	αὐτοκατάκριτος		.	αὐτοκατάκριτος	G08430	NP	,,,NMS,
3	12	ὅταν			ὅταν	G37520	CS	,,,,,,,
3	12	πέμψω			πέμπω	G39920	V	SAA1,,S,
3	12	Ἀρτεμᾶν			Ἀρτεμᾶς	G07340	N	,,,,AMS,
3	12	πρὸς			πρός	G43140	P	,,,,A,,,
3	12	σὲ			σύ	G47710	RP	,,2A,S,
3	12	ἢ			ἤ	G22280	CC	,,,,,,,
3	12	Τυχικόν		,	Τυχικός	G51900	N	,,,,AMS,
3	12	σπούδασον			σπουδάζω	G47040	V	MAA2,,S,
3	12	ἐλθεῖν			ἔρχομαι	G20640	V	NAA,,,,,
3	12	πρός			πρός	G43140	P	,,,,A,,,
3	12	με			ἐγώ	G14730	RP	,,1A,S,
3	12	εἰς			εἰς	G15190	P	,,,,A,,,
3	12	Νικόπολιν		;	Νικόπολις	G35330	N	,,,,AFS,
3	12	ἐκεῖ			ἐκεῖ	G15630	D	,,,,,,,,
3	12	γὰρ			γάρ	G10630	CC	,,,,,,,
3	12	κέκρικα			κρίνω	G29190	V	IEA1,,S,
3	12	παραχειμάσαι		.	παραχειμάζω	G39140	V	NAA,,,,,
3	13	Ζηνᾶν			Ζηνᾶς	G22110	N	,,,,AMS,
3	13	τὸν			ὁ	G35880	EA	,,,AMS,
3	13	νομικὸν			νομικός	G35440	AR	,,,AMS,
3	13	καὶ			καί	G25320	CC	,,,,,,,
3	13	Ἀπολλῶν			Ἀπολλῶς	G06250	N	,,,,AMS,
3	13	σπουδαίως			σπουδαίως	G47090	D	,,,,,,,,
3	13	πρόπεμψον		,	προπέμπω	G43110	V	MAA2,,S,
3	13	ἵνα			ἵνα	G24430	CS	,,,,,,,
3	13	μηδὲν			μηδείς	G33670	RI	,,,NNS,
3	13	αὐτοῖς			αὐτός	G08460	RP	,,3DMP,
3	13	λείπῃ		.	λείπω	G30070	V	SPA3,,S,
3	14	μανθανέτωσαν			μανθάνω	G31290	V	MPA3,,P,
3	14	δὲ			δέ	G11610	CC	,,,,,,,
3	14	καὶ			καί	G25320	D	,,,,,,,,
3	14	οἱ			ὁ	G35880	EA	,,,NMP,
3	14	ἡμέτεροι			ἡμέτερος	G22510	RP	,,1NMP,
3	14	καλῶν			καλός	G25700	AA	,,,GNP,
3	14	ἔργων			ἔργον	G20410	N	,,,,GNP,
3	14	προΐστασθαι			προΐστημι	G42910	V	NPM,,,,,
3	14	εἰς			εἰς	G15190	P	,,,,A,,,
3	14	τὰς			ὁ	G35880	EA	,,,AFP,
3	14	ἀναγκαίας			ἀναγκαῖος	G03160	AA	,,,AFP,
3	14	χρείας		,	χρεία	G55320	N	,,,,AFP,
3	14	ἵνα			ἵνα	G24430	CS	,,,,,,,
3	14	μὴ			μή	G33610	D	,,,,,,,,
3	14	ὦσιν			εἰμί	G15100	V	SPA3,,P,
3	14	ἄκαρποι		.	ἄκαρπος	G01750	NP	,,,NMP,
3	15	ἀσπάζονταί			ἀσπάζομαι	G07820	V	IPM3,,P,
3	15	σε			σύ	G47710	RP	,,2A,S,
3	15	οἱ			ὁ	G35880	EA	,,,NMP,
3	15	μετ’			μετά	G33260	P	,,,,G,,,
3	15	ἐμοῦ			ἐγώ	G14730	RP	,,1G,S,
3	15	πάντες		.	πᾶς	G39560	RI	,,,NMP,
3	15	ἄσπασαι			ἀσπάζομαι	G07820	V	MAM2,,S,
3	15	τοὺς			ὁ	G35880	EA	,,,AMP,
3	15	φιλοῦντας			φιλέω	G53680	V	PPA,AMP,
3	15	ἡμᾶς			ἐγώ	G14730	RP	,,1A,P,
3	15	ἐν			ἐν	G17220	P	,,,,D,,,
3	15	πίστει		.	πίστις	G41020	N	,,,,DFS,
3	15	ἡ			ὁ	G35880	EA	,,,NFS,
3	15	χάρις			χάρις	G54850	N	,,,,NFS,
3	15	μετὰ			μετά	G33260	P	,,,,G,,,
3	15	πάντων			πᾶς	G39560	RI	,,,GMP,
3	15	ὑμῶν		.	σύ	G47710	RP	,,2G,P,
